S.No.,Country,2008-2009,%Share,2009-2010,%Share2,2010-2011,%Share3,2011-2012,%Share4,2012-2013,%Share5,2013-2014,%Share6,2014-2015,%Share7,2015-2016,%Share8,2016-2017,%Share9,2017-2018,%Share10,2018-2019,%Share11,2019-2020,%Share12,2020-2021,%Share13,2021-2022,%Share14,2022-2023,%Share15,2023-2024,%Share16,2024-2025,%Share17,2008-2009,% share,2009-2010,% share2,2010-2011,% share3,2011-2012,% share4,2012-2013,% share5,2013-2014,% share6,2014-2015,% share7,2015-2016,% share8,2016-2017,% share9,2017-2018,% share10,2018-2019,% share11,2019-2020,% share12,2020-2021,% share13,2021-2022,% share14,2022-2023,% share15,2023-2024,% share16,Sum of Exp,Sum of Imp,Diff of imp And Exp,Ave Imp per Country,Ave exp per Country,Ave Imp share ,Ave exp share
139,MONACO,158.76,0.0002,193.69,0.0002,"9,417.16",0.0083,252.31,0.0002,408.29,0.0002,186.12,0.0001,"5,372.72",0.0028,"5,100.03",0.003,"1,027.03",0.0006,"1,252.89",0.0006,"15,801.11",0.0068,"11,524.14",0.0052,"14,811.45",0.0069,"16,211.70",0.0052,"27,322.30",0.0075,"27,451.56",0.0076,"24,930.68",0.0399,5.81,0,0.85,0,1.22,0,"48,270.38",0.0206,"7,12,677.65",0.267,1.72,0,2.97,0,"6,37,838.72",0.2561,"33,768.21",0.0131,0.01,0,38.39,0,0.28,0,218.68,0.0001,"14,04,887.44",0.3072,"20,29,693.10",0.353,"6,86,783.58",0.1228,"1,61,421.94","55,54,189.01","-53,92,767.07",326717.0006,8967.885556,0.078817647,0.005294444
140,MONGOLIA,"7,059.86",0.0084,"3,714.76",0.0044,238.24,0.0002,"16,987.85",0.0116,"13,005.37",0.008,"9,045.65",0.0047,532.71,0.0003,682.65,0.0004,"6,551.70",0.0035,"13,205.87",0.0067,"27,059.74",0.0117,"14,170.91",0.0064,49.48,0,61.74,0,"22,906.11",0.0063,"28,904.98",0.008,16.82,0,"4,29,263.55",0.3123,"4,08,294.01",0.2994,"3,84,221.35",0.2282,"6,61,401.33",0.282,"1,58,875.13",0.0595,"5,38,786.44",0.1984,"5,72,474.35",0.2092,150.78,0.0001,23.89,0,"5,02,532.51",0.1675,"9,26,714.39",0.2578,"20,205.22",0.006,"22,364.29",0.0077,"7,48,529.90",0.1637,"7,69,664.10",0.1339,"41,16,514.18",0.736,"1,64,194.44","1,02,60,015.42","-1,00,95,820.98",603530.3188,9121.913333,0.1801,0.004477778
141,MONTSERRAT,93.28,0.0001,60.7,0.0001,"1,44,923.07",0.1275,125.71,0.0001,13005.37,0.008,"18,364.96",0.0096,"4,830.59",0.0025,"5,486.95",0.0032,"24,355.85",0.0132,"33,249.94",0.017,41.55,0,41.84,0,"3,75,137.45",0.1738,"7,19,770.06",0.2287,118.64,0,100.75,0,"1,15,109.35",0.184,"14,824.63",0.0108,"32,045.39",0.0235,"46,756.03",0.0278,661401.33,  ,"7,70,118.21",0.2885,"1,78,082.53",0.0656,"1,99,846.54",0.073,"6,788.87",0.0027,"2,98,506.50",0.1158,"6,00,864.64",0.2002,"7,67,704.56",0.2136,47.92,0,39.77,0,39.96,0,181.79,0,"16,144.39",0.0029,"14,54,816.06","35,93,393.06","-21,38,577.00",211376.0624,80823.11444,0.064025,0.042655556
142,MOROCCO,"1,10,544.19",0.1315,"1,18,656.44",0.1403,"2,75,884.49",0.2427,"1,78,911.73",0.122,20.6,0,42.84,0,"25,809.27",0.0136,"17,211.24",0.01,412.59,0.0002,14.75,0,"4,75,220.17",0.2059,"5,66,207.20",0.2551,"9,11,436.83",0.4221,"14,73,225.51",0.4681,"8,42,705.30",0.2327,"8,55,027.77",0.2362,"1,96,351.87",0.3139,"4,24,076.82",0.3085,"6,10,794.46",0.4479,"4,65,115.40",0.2763,"4,809.20",0.0021,"4,993.42",0.0019,"8,39,148.23",0.309,"7,47,653.51",0.2732,"3,835.44",0.0015,"12,72,947.67",0.4938,"4,12,038.81",0.1373,"3,67,425.18",0.1022,"5,04,496.71",0.1501,"4,97,537.21",0.1706,"33,981.69",0.0074,"30,652.26",0.0053,"20,710.57",0.0037,"60,47,682.79","62,40,216.58","-1,92,533.79",367071.5635,335982.3772,0.158282353,0.155238889
143,MOZAMBIQUE,"1,91,948.96",0.2283,"1,69,504.92",0.2005,"1,45,903.12",0.1283,"2,54,681.14",0.1737,"2,32,115.60",0.142,"2,32,978.98",0.1223,208.84,0.0001,632.86,0.0004,"2,50,709.16",0.1356,"2,78,912.62",0.1426,"7,53,810.07",0.3266,"15,41,061.38",0.6942,"5,73,219.70",0.2655,"6,66,478.49",0.2118,"20,12,367.70",0.5557,"16,50,459.78",0.456,"77,573.92",0.124,32.24,0,82.61,0.0001,29.44,0,"7,232.80",0.0031,"11,573.81",0.0043,98.56,0,747653.51,  ,"3,06,935.08",0.1233,"44,574.08",0.0173,112.03,0,14.43,0,"23,99,484.32",0.7139,"24,54,356.81",0.8417,"17,374.95",0.0038,21.35,0,"2,77,502.03",0.0496,"90,32,567.24","62,67,078.05","27,65,489.19",368651.65,501809.2911,0.10981875,0.217088889
144,MYANMAR,"1,01,776.52",0.1211,"98,472.88",0.1165,63.19,0.0001,"2,64,450.60",0.1804,"5,44,520.20",0.3332,"7,67,915.79",0.4031,"1,99,260.59",0.1051,"2,24,581.86",0.1308,"6,77,814.62",0.3665,"5,80,575.32",0.2967,"8,45,853.57",0.3665,"6,91,047.58",0.3113,213.64,0.0001,280.25,0.0001,"6,50,322.91",0.1796,"5,54,901.37",0.1533,"77,573.92",0,"1,596.75",0.0012,"20,206.01",0.0148,"17,011.44",0.0101,"2,63,933.16",0.1125,"2,95,806.57",0.1108,"7,809.39",0.0029,"20,884.47",0.0076,"12,16,809.81",0.4886,"16,109.17",0.0062,"40,133.89",0.0134,"37,528.12",0.0104,"16,055.91",0.0048,"3,016.17",0.001,"10,20,811.55",0.2232,"6,75,660.43",0.1175,"39,804.24",0.0071,"62,79,624.81","36,93,177.08","25,86,447.73",217245.7106,348868.045,0.066594118,0.170244444
145,N. MARIANA IS.,205.42,0.0002,212.81,0.0003,"25,228.89",0.0222,12.24,0,"2,96,070.66",0.1812,"4,80,568.13",0.2523,"12,65,172.47",0.6672,"8,08,710.97",0.4712,"7,43,507.29",0.402,"6,22,705.55",0.3183,190.44,0.0001,104.64,0,"37,763.07",0.0175,"1,54,814.38",0.0492,141.76,0,254.05,0.0001,"7,846.60",0.0125,"12,396.21",0.009,"7,419.64",0.0054,"1,892.45",0.0011,"12,70,374.44",0.5416,"12,94,749.57",0.4851,"3,005.15",0.0011,"6,205.19",0.0023,"39,503.19",0.0159,"3,38,524.58",0.1313,8.24,0,109.12,0,164.29,0,"1,340.35",0.0005,"33,38,595.24",0.7301,"47,87,723.51",0.8327,"1,15,348.34",0.0206,"44,43,509.37","1,12,17,359.51","-67,73,850.14",659844.6771,246861.6317,0.163335294,0.133016667
146,NAMIBIA,"41,920.85",0.0499,"30,049.51",0.0355,50.34,0,"30,756.87",0.021,1.8,0,35.97,0,"4,73,624.48",0.2498,"7,08,234.52",0.4126,8.69,0,25.86,0,"57,848.42",0.0251,"47,070.01",0.0212,70.76,0,230.83,0.0001,"1,91,259.44",0.0528,"3,76,022.43",0.1039,"10,20,197.50",0,"2,25,567.56",0.1641,"2,14,646.32",0.1574,"2,33,895.01",0.1389,"13,068.22",0.0056,"8,658.89",0.0032,"3,20,429.69",0.118,"3,91,549.76",0.1431,"33,135.52",0.0133,"1,761.38",0.0007,"2,82,456.55",0.0941,"3,55,843.04",0.099,"3,69,381.19",0.1099,"2,83,203.56",0.0971,"11,993.77",0.0026,"14,716.06",0.0026,"35,04,869.97",0.6267,"29,77,408.28","62,65,176.49","-32,87,768.21",368539.7935,165411.5711,0.104488235,0.053994444
147,NAURU RP,52.67,0.0001,38.5,0,"9,87,080.89",0.8682,102.6,0.0001,"30,855.53",0.0189,"1,32,949.76",0.0698,52.11,0,356.26,0.0002,"60,276.67",0.0326,"28,293.24",0.0145,360.52,0.0002,98.53,0,"50,46,548.59",2.3374,"71,93,921.63",2.2859,245.55,0.0001,70.47,0,"10,20,197.50",1.6308,"8,66,962.05",0.6308,"10,04,854.60",0.7368,"8,42,167.95",0.5003,"5,574.06",0.0024,"14,779.49",0.0055,"18,92,137.58",0.6968,"17,09,541.98",0.6246,"3,58,454.71",0.1439,19.82,0,"16,19,891.13",0.5398,"28,50,016.04",0.7928,"2,531.14",0.0008,"4,588.22",0.0016,"6,100.87",0.0013,"5,896.61",0.001,110.45,0,"1,45,01,501.02","1,11,83,626.70","33,17,874.32",657860.3941,805638.9456,0.2752,0.403266667
148,NEPAL,"7,15,577.12",0.8511,"7,25,131.51",0.8576,"34,94,970.09",3.0739,"13,13,024.45",0.8957,1.01,0,107.56,0.0001,"66,258.54",0.0349,"48,400.98",0.0282,"1,665.05",0.0009,877.58,0.0004,"54,30,053.60",2.353,"50,71,276.32",2.2845,"47,85,836.50",2.2166,"93,72,473.48",2.9782,"64,77,320.15",1.7885,"58,27,488.22",1.6101,"43,94,521.29",7.0246,639.92,0.0005,460.64,0.0003,"1,572.64",0.0009,"3,95,230.75",0.1685,"3,79,980.43",0.1424,"2,631.05",0.001,"6,893.06",0.0025,"2,513.01",0.001,"51,37,453.41",1.9931,"5,268.89",0.0018,"6,760.10",0.0019,644.81,0.0002,"3,086.64",0.0011,"2,79,008.16",0.061,"3,83,763.13",0.0667,"6,57,779.37",0.1176,"4,77,24,983.45","72,63,686.01","4,04,61,297.44",427275.6476,2651387.969,0.150617647,1.44435
149,NETHERLAND,"28,88,996.20",3.4362,"30,30,093.80",3.5836,"23,951.56",0.0211,"43,90,731.74",2.9951,"16,80,555.92",1.0283,"21,77,023.41",1.1428,11.75,0,4.46,0,"36,57,979.19",1.9779,"42,62,367.81",2.1786,"61,56,453.40",2.6678,"59,19,052.19",2.6664,"14,232.58",0.0066,"22,135.88",0.007,"1,74,40,918.30",4.8159,"1,85,26,011.14",5.1187,"1,698.10",0.0027,"4,754.70",0.0035,"1,458.32",0.0011,"3,079.67",0.0018,463.07,0.0002,444.71,0.0002,"16,559.58",0.0061,"12,950.81",0.0047,212.24,0.0001,5137453.41,  ,"6,221.48",0.0021,154.8,0,"72,42,829.40",2.155,"41,99,459.73",1.4402,"7,085.59",0.0015,"8,620.93",0.0015,"37,44,450.23",0.6695,"7,01,92,217.43","2,03,86,198.67","4,98,06,018.76",1199188.157,3899567.635,0.26796875,1.758261111
150,NETHERLANDANTIL,"8,633.71",0.0103,"13,947.06",0.0165,"7,615.25",0.0067,"18,498.07",0.0126,"57,37,255.76",3.5105,"48,74,447.28",2.5588,"27,85,909.77",1.4691,"25,55,150.62",1.4887,"34,01,704.01",1.8393,"40,34,396.77",2.062,"21,386.27",0.0093,"21,239.57",0.0096,"8,514.49",0.0039,"14,071.88",0.0045,"24,920.72",0.0069,"17,734.81",0.0049,"1,178.70",0.0019,"1,95,096.15",0.1419,"2,36,380.72",0.1733,"2,85,380.15",0.1695,"37,074.89",0.0158,"38,684.47",0.0145,"3,70,075.74",0.1363,"3,60,837.48",0.1318,"64,92,261.36",2.607,7.51,0,"4,15,177.02",0.1383,"4,40,309.35",0.1225,315.17,0.0001,180.38,0.0001,"12,056.22",0.0026,"97,112.65",0.0169,"2,382.43",0.0004,"2,35,46,604.74","89,83,331.69","1,45,63,273.05",528431.2759,1308144.708,0.215941176,0.723083333
151,NEUTRAL ZONE,4.39,0,13947.06,0.0165,"86,784.93",0.0763,78.55,0.0001,"32,735.78",0.02,"41,617.53",0.0218,"38,64,646.71",2.0379,"30,94,179.73",1.8027,"25,538.58",0.0138,"24,848.32",0.0127,"6,162.41",0.0027,"10,798.20",0.0049,"3,59,877.06",0.1667,"3,63,373.53",0.1155,"14,801.16",0.0041,"12,756.28",0.0035,"70,156.88",0.1121,290.43,0.0002,164.5,0.0001,413.51,0.0002,"70,10,393.87",2.9889,"65,62,221.03",2.4585,"1,622.43",0.0006,"1,337.95",0.0005,1.92,0,"3,81,645.65",0.1481,"2,682.24",0.0009,"2,508.84",0.0007,"4,48,091.24",0.1333,"4,96,548.21",0.1703,"76,82,529.55",1.6801,"53,40,770.72",0.9289,"1,706.79",0.0003,"80,22,307.10","2,79,32,928.88","-1,99,10,621.78",1643113.464,445683.7278,0.500682353,0.245072222
152,NEW CALEDONIA,"2,055.12",0.0024,"1,667.50",0.002,"13,633.72",0.012,"28,909.92",0.0197,"6,858.22",0.0042,"5,331.01",0.0028,"25,013.41",0.0132,"24,258.70",0.0141,"5,435.65",0.0029,"6,603.53",0.0034,"2,66,096.85",0.1153,"2,68,226.99",0.1208,"66,321.63",0.0307,"80,065.54",0.0254,"4,38,263.80",0.121,"4,45,651.76",0.1231,"20,108.88",0.0321,74.33,0.0001,120.06,0.0001,"4,900.34",0.0029,1.83,0,3.93,0,335.04,0.0001,340.71,0.0001,46.86,0,"8,65,749.48",0.3359,"13,044.38",0.0043,443.74,0.0001,"26,08,567.58",0.7761,"22,78,517.69",0.7814,7682529.55,  ,1.37,0,"3,07,150.84",0.0549,"17,04,502.23","1,37,61,827.73","-1,20,57,325.50",809519.2782,94694.56833,0.12225,0.035838889
153,NEW ZEALAND,"85,696.81",0.1019,"1,21,286.29",0.1434,"21,432.16",0.0189,"1,20,885.16",0.0825,"1,64,682.02",0.1008,"1,67,955.09",0.0882,"6,590.82",0.0035,"3,062.61",0.0018,"2,07,704.27",0.1123,"2,27,455.07",0.1163,"37,377.99",0.0162,"46,444.76",0.0209,"64,261.30",0.0298,"68,262.79",0.0217,"87,097.89",0.024,"1,09,572.51",0.0303,"13,289.70",0.0212,"39,99,547.98",2.91,"34,37,710.95",2.5208,"49,00,514.87",2.911,64.14,0,294.59,0.0001,"85,76,722.43",3.1585,"83,43,300.11",3.0482,"3,85,797.54",0.1549,"3,04,877.05",0.1183,"61,29,330.96",2.0424,"76,31,562.14",2.123,"9,764.83",0.0029,"1,768.51",0.0006,259.5,0.0001,168.57,0,"3,90,057.50",0.0697,"15,53,057.24","4,41,11,741.67","-4,25,58,684.43",2594808.334,86280.95778,1.121205882,0.051872222
154,NICARAGUA,"9,447.83",0.0112,"10,956.72",0.013,"9,54,166.41",0.8392,"21,901.32",0.0149,"32,283.53",0.0198,"36,100.62",0.019,"1,96,894.80",0.1038,"2,01,459.73",0.1174,"57,825.13",0.0313,"56,278.31",0.0288,"66,470.54",0.0288,"51,922.77",0.0234,"23,15,237.90",1.0723,"34,74,512.68",1.1041,"67,549.78",0.0187,"38,991.83",0.0108,"3,58,169.70",0.5725,3999547.98,  ,28.48,0,0.31,0,"4,18,985.72",0.1786,"5,14,019.78",0.1926,11.91,0,15.46,0,"10,95,663.85",0.44,2.41,0,3.72,0,7631562.14,  ,2.46,0,0.58,0,"15,58,625.32",0.3408,"7,52,917.95",0.1309,"25,280.52",0.0045,"79,50,169.60","1,59,96,668.59","-80,46,498.99",940980.5053,441676.0889,0.085826667,0.223833333
155,NIGER,"11,834.18",0.0141,"17,910.11",0.0212,3.95,0,"41,506.94",0.0283,"30,528.62",0.0187,"52,531.33",0.0276,"40,082.33",0.0211,"54,116.83",0.0315,"54,493.62",0.0295,"77,453.31",0.0396,"21,03,991.19",0.9117,"25,60,096.06",1.1533,2.61,0,3474512.68,1.1041,"41,37,399.82",1.1424,"30,30,467.28",0.8373,135.32,0.0002,392.55,0.0003,380.54,0.0003,73,0,"15,80,693.40",0.6739,"10,93,145.52",0.4095,119.15,0,76.83,0,"2,88,450.27",0.1158,304.44,0.0001,300.52,0.0001,101.36,0,"53,454.86",0.0159,"24,596.88",0.0084,"51,12,872.99",1.1181,"63,29,133.44",1.1008,"25,79,578.40",0.4612,"1,56,87,066.18","1,70,63,674.15","-13,76,607.97",1003745.538,871503.6767,0.229670588,0.298922222
156,NIGERIA,"7,06,530.56",0.8404,"6,68,124.00",0.7902,350.27,0.0003,"13,05,140.72",0.8903,"14,91,668.87",0.9127,"16,18,074.47",0.8494,"47,829.55",0.0252,"52,815.12",0.0308,"11,82,597.08",0.6394,"14,53,525.62",0.7429,2103991.19,0.9117,58.48,0,159.02,0.0001,133.3,0,0.2,0,3030467.28,0.8373,"79,972.43",0.1278,"5,12,341.29",0.3728,"4,31,102.58",0.3161,"4,33,873.85",0.2577,3.58,0,1093145.52,0.4095,"4,54,010.97",0.1672,"6,14,774.93",0.2246,"2,448.88",0.001,"1,35,252.55",0.0525,"5,42,521.15",0.1808,"2,56,868.01",0.0715,"39,419.66",0.0117,"92,840.60",0.0318,"1,891.07",0.0004,"15,776.86",0.0027,"11,87,665.73",0.2124,"1,37,41,438.16","58,13,937.23","79,27,500.93",341996.3076,763413.2311,0.136041176,0.422138889
157,NIUE IS,3.66,0,2.42,0,"81,593.46",0.0718,2.43,0,20.4,0,8.53,0,"16,37,591.08",0.8635,"14,52,343.44",0.8462,190.25,0.0001,247.75,0.0001,131.81,0.0001,235.46,0.0001,"2,38,589.92",0.1105,"2,83,015.52",0.0899,15.73,0,14.85,0,"5,32,201.55",0.8507,"5,46,437.92",0.3976,"16,44,314.08",1.2057,"18,18,433.40",1.0802,"1,90,030.19",0.081,"2,94,370.34",0.1103,"17,82,769.80",0.6565,"10,64,756.17",0.389,2448.88,  ,"72,549.85",0.0281,"27,50,004.48",0.9164,"19,20,820.90",0.5344,"17,948.18",0.0053,"11,570.47",0.004,"2,16,099.30",0.0473,"2,27,807.80",0.0396,"12,45,327.65",0.2227,"42,26,208.26","1,38,05,689.41","-95,79,481.15",812099.3771,234789.3478,0.35738125,0.157388889
158,NORFOLK IS,181.99,0.0002,54.74,0.0001,"4,92,301.01",0.433,110.1,0.0001,267.07,0.0002,852.38,0.0004,1637591.08,0.8635,25.86,0,"1,64,247.86",0.0888,"2,32,316.37",0.1187,"2,18,668.45",0.0948,"2,97,397.84",0.134,"17,43,614.57",0.8076,"23,57,249.74",0.749,"4,56,533.17",0.1261,"3,33,573.48",0.0922,"72,124.89",0.1153,"1,66,838.70",0.1214,"1,30,461.77",0.0957,"1,51,395.49",0.0899,4.25,0,294370.34,0.1103,"2,60,656.88",0.096,"3,04,066.81",0.1111,"47,327.01",0.019,"1,04,160.09",0.0404,"3,15,030.13",0.105,"3,47,648.12",0.0967,"11,14,119.10",0.3315,"11,21,705.99",0.3847,"2,66,766.17",0.0583,"5,15,446.22",0.0896,"1,47,641.19",0.0264,"80,07,110.60","52,87,638.26","27,19,472.34",311037.5447,444839.4778,0.104470588,0.201333333
159,NORWAY,"1,72,119.42",0.2047,"1,08,873.43",0.1288,24.7,0,"1,56,630.51",0.1068,"1,27,699.86",0.0781,"1,38,923.05",0.0729,35.27,0,222.22,0.0001,"18,26,217.26",0.9874,"15,71,938.00",0.8034,"15,66,933.74",0.679,"16,08,081.05",0.7244,"2,41,471.01",0.1118,"3,83,118.68",0.1217,"35,89,458.29",0.9911,"36,66,504.48",1.013,37.1,0.0001,4.48,0,5.91,0,3.87,0,"26,531.17",0.0113,294370.34,0.1103,2.3,0,5.33,0,"1,16,105.39",0.0466,"7,22,711.91",0.2804,504.07,0.0002,"2,171.70",0.0006,"3,70,609.41",0.1103,"4,23,691.04",0.1453,"12,151.17",0.0027,"15,939.51",0.0028,"1,19,621.32",0.0214,"1,51,58,288.07","21,04,428.92","1,30,53,859.15",123789.9365,842127.115,0.043052941,0.334627778
160,OMAN,"3,54,968.47",0.4222,"4,90,230.12",0.5798,"9,25,477.16",0.814,"6,41,449.14",0.4376,"14,11,464.25",0.8636,"17,15,605.01",0.9006,"1,60,631.08",0.0847,"3,49,279.05",0.2035,"12,22,235.18",0.6609,"12,39,710.81",0.6336,"14,42,651.41",0.6251,"5,71,773.47",0.2576,155.98,0.0001,78.73,0,224.75,0.0001,3666504.48,1.013,"30,702.91",0.0491,4.37,0,"13,501.29",0.0099,3.87,0,"73,368.57",0.0313,"59,674.14",0.0224,"13,029.88",0.0048,"26,271.29",0.0096,"73,630.31",0.0296,"3,31,787.08",0.1287,"27,918.99",0.0093,"26,648.48",0.0074,13.34,0,5.61,0,"20,16,632.70",0.441,"17,95,638.77",0.3123,"1,02,54,470.99",1.8335,"1,42,23,142.00","1,47,12,599.68","-4,89,457.68",865447.04,790174.5556,0.167047059,0.419194444
161,PACIFIC IS,0.01,0,19.72,0,17.67,0,"15,861.43",0.0108,2.87,0,10.8,0,"14,54,776.14",0.7671,"14,40,906.38",0.8395,24.51,0,42.48,0,61.9,0,37.62,0,"1,12,238.72",0.052,"2,58,960.38",0.0823,"5,01,974.47",0.1386,"9,86,318.47",0.2725,"11,002.33",0.0176,"64,680.01",0.0471,"1,72,962.14",0.1268,"86,252.07",0.0512,"99,677.09",0.0425,"57,059.16",0.0214,"25,147.64",0.0093,"18,584.38",0.0068,"5,40,676.35",0.2171,1.9,0,"1,26,615.80",0.0422,"62,619.50",0.0174,"5,99,892.28",0.1785,"5,22,190.27",0.1791,"5,43,274.35",0.1188,"7,73,701.71",0.1346,"29,283.64",0.0052,"47,82,255.90","37,22,618.29","10,59,637.61",218977.5465,265680.8833,0.070470588,0.121133333
162,PAKISTAN IR,"6,53,206.80",0.7769,"7,46,102.50",0.8824,202.24,0.0002,"7,44,826.91",0.5081,"11,23,262.97",0.6873,"13,83,234.04",0.7261,"11,35,211.32",0.5986,"14,28,653.29",0.8324,7.05,0,6.27,0,61.9,0,3.56,0,"41,624.06",0.0193,"52,118.61",0.0166,180.74,0,121.28,0,"30,362.53",0.0485,"1,03,976.04",0.0756,"47,716.27",0.035,"98,538.61",0.0585,"5,312.09",0.0023,"4,654.10",0.0017,"1,08,384.14",0.0399,"96,054.55",0.0351,"3,53,162.56",0.1418,"4,63,715.70",0.1799,"1,07,740.88",0.0359,"14,648.07",0.0041,"1,00,334.34",0.0299,"84,377.20",0.0289,543274.35,  ,2.45,0,"9,93,810.81",0.1777,"73,39,186.07","31,25,702.16","42,13,483.91",183864.8329,407732.5594,0.05289375,0.283133333
163,PALAU,99.66,0.0001,6.87,0,"56,515.35",0.0497,113.8,0.0001,19.63,0,17.27,0,41.01,0,10.31,0,"1,47,647.14",0.0798,"1,46,294.99",0.0748,"1,59,282.49",0.069,"1,68,958.31",0.0761,"1,19,165.45",0.0552,"1,57,245.22",0.05,"2,52,442.61",0.0697,"2,45,306.84",0.0678,"1,34,294.34",0.2147,263.91,0.0002,"2,441.99",0.0018,"2,464.39",0.0015,"2,58,883.30",0.1104,"3,05,080.52",0.1143,"3,278.37",0.0012,"54,041.19",0.0197,3.73,0,"94,641.03",0.0367,"15,33,152.22",0.5109,"16,69,262.71",0.4644,"37,091.42",0.011,"21,613.25",0.0074,"8,39,631.37",0.1836,"11,00,552.03",0.1914,"5,08,64,350.64",9.0945,"15,87,461.29","5,67,86,752.07","-5,51,99,290.78",3340397.181,88192.29389,0.632294118,0.044833333
164,PANAMA C Z,439.19,0.0005,325.73,0.0004,"9,979.62",0.0088,219.44,0.0001,394.64,0.0002,219.1,0.0001,42.43,0,107.41,0.0001,"24,315.29",0.0131,"27,037.91",0.0138,"34,697.25",0.015,"39,582.81",0.0178,"5,64,800.11",0.2616,"6,69,218.08",0.2127,"68,953.60",0.019,"58,029.82",0.016,"3,54,658.57",0.5669,"1,21,693.97",0.0885,"64,143.40",0.047,"85,276.97",0.0507,"2,12,544.32",0.0906,"2,74,358.42",0.1028,"3,17,161.76",0.1168,"3,61,652.62",0.1321,"3,73,145.41",0.1498,"33,475.22",0.013,"4,92,758.30",0.1642,"4,06,252.90",0.113,"68,71,693.07",2.0446,"58,66,266.17",2.0118,"1,22,559.67",0.0268,"1,57,390.33",0.0274,"9,731.56",0.0017,"18,53,021.00","1,57,70,104.09","-1,39,17,083.09",927653.1818,102945.6111,0.304752941,0.063672222
165,PANAMA REPUBLIC,"55,942.32",0.0665,"37,074.82",0.0438,"18,899.03",0.0166,"1,11,536.35",0.0761,"1,23,265.61",0.0754,"1,28,530.51",0.0675,"1,85,096.81",0.0976,"1,31,863.97",0.0768,"83,880.21",0.0454,"1,08,613.00",0.0555,"1,11,901.62",0.0485,"89,947.86",0.0405,"10,79,059.96",0.4998,"15,71,064.04",0.4992,"1,25,830.27",0.0347,"1,75,652.63",0.0485,354658.57,0.5669,"1,16,542.91",0.0848,"1,49,329.11",0.1095,"1,95,046.60",0.1159,"2,98,741.97",0.1274,"4,69,494.51",0.1759,"2,37,220.43",0.0874,"2,58,508.64",0.0944,"67,050.41",0.0269,"51,27,596.43",1.9892,144.74,0,22.02,0,"13,107.38",0.0039,"13,619.59",0.0047,"41,024.68",0.009,"96,082.76",0.0167,"18,286.10",0.0033,"44,92,817.58","71,01,818.28","-26,09,000.70",417754.0165,249600.9767,0.167588235,0.131072222
166,PAPUA N GNA,"8,950.52",0.0106,"8,357.45",0.0099,"1,89,980.24",0.1671,"17,007.10",0.0116,"16,220.95",0.0099,"26,826.18",0.0141,"31,855.58",0.0168,"25,720.87",0.015,"4,66,829.16",0.2524,"4,90,373.20",0.2506,"5,04,025.02",0.2184,"5,40,858.53",0.2436,87.16,0,1571064.04,0.4992,"6,95,597.25",0.1921,"7,61,664.39",0.2104,"3,46,945.94",0.5546,0.01,0,149329.11,  ,"1,76,455.88",0.1048,"1,46,020.38",0.0623,"2,06,058.09",0.0772,"3,78,002.92",0.1392,67.09,0,"32,918.99",0.0132,"9,326.78",0.0036,"4,94,349.98",0.1647,"5,54,047.55",0.1541,"1,84,799.25",0.055,"1,43,323.91",0.0492,"98,45,979.53",2.1532,"1,35,01,779.59",2.3482,55.49,0,"57,02,363.58","2,58,22,514.55","-2,01,20,150.97",1518971.444,316797.9767,0.33279375,0.148683333
167,PARAGUAY,"17,636.87",0.021,"17,519.71",0.0207,"4,00,462.19",0.3522,"32,298.93",0.022,"45,107.57",0.0276,"53,946.34",0.0283,"65,379.65",0.0345,"64,314.29",0.0375,"9,93,278.40",0.5371,"10,91,041.17",0.5576,"12,18,940.56",0.5282,"10,81,522.14",0.4872,"12,21,246.97",0.5656,"20,30,564.01",0.6452,"16,80,070.34",0.4639,"17,36,519.61",0.4798,"1,62,802.30",0.2602,"1,21,491.09",0.0884,"1,82,784.10",0.134,"38,933.10",0.0231,"16,715.00",0.0071,"12,630.82",0.0047,"2,07,532.65",0.0764,"3,89,075.63",0.1421,"58,91,199.10",2.3657,"2,12,794.93",0.0826,"1,22,512.65",0.0408,"92,603.12",0.0258,"50,29,106.72",1.4963,"40,63,240.58",1.3934,"20,637.12",0.0045,"23,154.53",0.004,18.3,0,"1,19,12,651.05","1,64,24,429.44","-45,11,778.39",966142.9082,661813.9472,0.346405882,0.281588889
168,PERU,"1,39,324.62",0.1657,"1,29,004.40",0.1526,120.54,0.0001,"2,72,030.61",0.1856,"3,47,157.52",0.2124,"3,76,604.83",0.1977,"5,02,214.05",0.2648,"4,59,577.59",0.2678,34.8,0,3.75,0,8.52,0,16.61,0,"6,22,313.14",0.2882,"8,87,461.10",0.282,0.37,0,1.36,0,"15,678.64",0.0251,"25,510.32",0.0186,"33,587.32",0.0246,"13,194.70",0.0078,"61,86,383.05",2.6376,"85,45,778.37",3.2017,"12,530.83",0.0046,"88,483.34",0.0323,"12,261.66",0.0049,"37,18,033.65",1.4424,"48,262.67",0.0161,"27,218.69",0.0076,"2,899.47",0.0009,"4,932.78",0.0017,"1,96,100.13",0.0429,"4,57,006.81",0.0795,"2,63,35,441.85",4.7087,"37,51,552.45","4,57,07,625.64","-4,19,56,073.19",2688683.861,208419.5806,0.719523529,0.113444444
